set	word_freq_000	word_freq_650	word_freq_george	word_freq_hp	word_freq_all	word_freq_business	word_freq_edu	word_freq_free	word_freq_meeting	word_freq_money	word_freq_our	word_freq_over	word_freq_parts	word_freq_receive	word_freq_remove	word_freq_your	char_freq_exclamation_point	char_freq_dollar_sign	capital_run_length_longest	spam
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.302	5.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.940	0.000	0.000	2.940	0.000	0.000	0.000	0.000	0.000	0.711	0.000	12.000	1
0	0.190	0.000	0.000	0.000	0.260	0.000	0.000	0.260	0.000	0.260	0.000	0.330	0.000	0.390	0.060	0.660	0.278	0.230	40.000	1
0	0.000	0.000	0.000	0.000	1.680	0.000	0.000	0.420	0.000	0.000	0.420	0.000	0.000	0.000	0.000	1.680	0.669	0.000	121.000	1
0	0.000	0.000	0.000	0.000	0.660	1.320	0.000	1.980	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.320	2.205	0.000	34.000	1
0	1.960	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.100	59.000	1
0	0.000	0.000	0.000	0.000	0.530	0.000	0.000	0.530	0.000	0.000	0.530	0.000	0.000	0.000	0.000	1.060	0.877	0.000	61.000	1
0	0.000	0.000	0.000	0.000	0.890	0.000	0.000	0.440	0.000	0.000	0.440	0.000	0.000	0.000	0.000	1.340	0.807	0.000	121.000	1
0	0.620	0.000	0.000	0.000	0.200	0.200	0.620	0.830	0.000	0.000	1.670	0.200	0.000	0.200	0.200	0.620	0.132	0.000	15.000	1
0	1.280	0.000	0.000	0.000	1.280	0.000	0.000	1.280	0.000	0.000	1.280	1.280	0.000	0.000	0.000	1.280	0.724	0.000	9.000	1
0	0.000	0.000	0.000	0.000	0.000	1.580	0.000	0.790	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.580	0.268	0.000	26.000	1
0	0.000	9.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23.000	1
0	0.000	0.000	0.000	0.000	0.700	0.000	0.000	1.050	0.000	0.000	0.350	0.000	0.000	0.000	0.000	1.400	1.284	0.000	61.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.830	0.000	0.000	4.250	0.000	0.000	0.000	0.700	1.410	0.380	0.000	3.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.529	0.000	22.000	1
0	0.150	0.000	0.000	0.050	0.400	0.000	0.000	0.000	0.000	0.200	0.100	0.050	0.000	0.000	0.000	0.750	0.054	0.118	96.000	1
0	0.150	0.000	0.000	0.050	0.400	0.000	0.000	0.000	0.000	0.200	0.100	0.050	0.000	0.000	0.000	0.750	0.054	0.118	96.000	1
0	0.000	0.000	0.000	0.000	0.670	1.680	0.000	0.000	0.000	0.330	0.330	0.160	0.000	0.330	0.330	3.690	1.194	0.054	101.000	1
0	0.380	0.000	0.000	0.000	0.380	0.760	0.000	0.380	0.000	0.000	0.760	0.000	0.000	0.000	0.380	1.520	0.598	0.179	78.000	1
0	0.000	0.000	0.000	0.000	1.380	0.000	0.000	2.770	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.380	0.715	0.000	2.000	1
0	2.530	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.215	0.431	27.000	1
0	0.000	0.000	0.000	0.000	0.270	1.630	0.000	0.810	0.000	0.270	0.810	0.810	0.000	0.270	0.000	2.440	0.565	0.121	18.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.760	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.380	0.000	0.000	11.000	1
0	0.000	0.000	0.000	0.000	0.000	1.700	0.000	0.000	0.000	0.420	0.850	0.850	0.000	0.000	0.000	0.850	1.088	0.000	107.000	1
0	0.000	0.000	0.000	0.210	0.000	0.000	0.000	0.430	0.000	0.000	0.430	0.000	0.000	0.000	0.000	0.430	0.146	0.146	99.000	1
0	0.000	0.000	0.000	0.000	2.380	0.000	0.000	0.790	0.000	0.520	0.260	0.000	0.000	0.260	0.260	1.050	0.310	0.000	71.000	1
0	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.500	0.000	0.000	0.500	0.000	0.000	0.000	0.000	1.500	0.892	0.000	19.000	1
0	0.000	0.000	0.000	0.000	0.540	0.000	0.000	0.540	0.000	0.000	0.540	0.000	0.000	0.000	0.000	0.540	1.443	0.000	16.000	1
0	0.780	0.000	0.000	0.000	0.000	0.780	0.000	0.000	0.000	0.000	0.000	0.780	0.000	0.780	0.000	0.780	0.889	0.000	15.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.440	0.000	0.440	0.890	0.000	0.000	0.000	0.000	1.790	0.944	0.145	28.000	1
0	0.000	0.000	0.000	0.000	0.660	0.000	0.000	0.330	0.000	0.000	0.330	0.000	0.000	0.000	0.000	1.320	0.583	0.000	121.000	1
0	1.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.020	0.000	1.020	0.969	0.000	18.000	1
0	0.340	0.000	0.000	0.000	0.250	0.000	0.000	0.080	0.000	0.340	0.080	0.430	0.000	0.340	0.080	0.770	0.258	0.258	300.000	1
0	0.000	0.000	0.000	0.000	0.000	1.740	0.000	0.000	0.000	0.430	0.870	0.870	0.000	0.000	0.000	0.870	0.835	0.000	107.000	1
0	1.610	0.000	0.000	0.000	1.070	0.530	0.000	0.530	0.000	0.000	0.530	0.000	0.000	0.000	1.070	1.070	1.183	0.253	68.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.070	0.000	0.000	0.000	0.000	0.000	0.000	0.510	1.030	0.067	0.000	17.000	1
0	0.000	0.000	0.000	0.000	0.550	0.000	0.000	0.550	0.000	0.000	0.550	0.000	0.000	0.000	0.000	0.550	0.893	0.000	16.000	1
0	0.000	0.000	0.000	0.000	0.610	1.230	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.610	1.230	0.353	0.000	13.000	1
0	0.370	0.000	0.000	0.000	0.150	0.220	0.000	0.050	0.000	0.020	0.250	0.200	0.020	0.000	0.000	0.020	0.000	0.022	20.000	1
0	0.890	0.000	0.000	0.000	1.070	0.080	0.000	0.620	0.000	0.080	0.350	0.620	0.000	0.260	0.530	1.160	0.212	0.185	583.000	1
0	0.000	0.000	0.000	0.000	0.180	0.000	0.000	0.720	0.000	0.540	0.180	0.000	0.360	0.360	0.000	0.720	0.633	0.063	363.000	1
0	0.000	0.000	0.000	0.000	0.000	2.980	0.000	1.490	0.000	0.000	0.000	0.000	0.000	0.000	2.980	2.980	0.000	0.171	140.000	1
0	0.000	0.000	0.000	0.330	0.160	0.000	0.000	0.500	0.000	0.000	0.330	0.000	0.000	0.160	0.160	0.000	0.884	0.752	47.000	1
0	0.000	0.000	0.000	0.000	0.550	0.000	0.000	0.000	0.000	0.000	1.110	0.550	0.000	0.000	2.230	1.110	0.479	0.000	147.000	1
0	0.000	0.000	0.000	0.000	0.320	0.320	0.000	0.320	0.000	0.320	0.650	0.650	0.000	0.000	0.320	3.260	0.000	0.158	10.000	1
0	0.000	0.000	0.000	0.000	1.430	2.870	0.000	0.000	0.000	0.000	0.710	0.000	0.000	0.000	0.000	3.590	0.937	0.000	116.000	1
0	0.000	0.000	0.000	3.580	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.390	0.000	0.000	21.000	1
0	0.080	0.000	0.000	0.000	0.320	0.080	0.000	0.480	0.000	0.160	1.380	0.160	0.000	0.000	0.080	0.730	0.390	0.097	119.000	1
0	0.060	0.000	0.000	0.000	0.550	0.690	0.000	1.110	0.000	0.690	0.270	0.200	0.000	0.410	0.000	1.040	0.750	0.305	94.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.453	0.000	26.000	1
0	0.000	0.000	0.000	0.000	0.810	0.140	0.000	0.000	0.000	0.140	0.510	0.290	0.000	0.070	0.070	1.850	0.159	0.159	44.000	1
0	0.000	0.000	0.000	0.000	0.690	0.000	0.000	0.170	0.000	0.000	0.340	0.000	0.000	0.170	0.170	0.860	0.665	0.083	132.000	1
0	0.000	0.000	0.000	0.000	0.570	0.000	0.000	0.000	0.000	0.000	1.140	0.570	0.000	0.000	2.280	1.140	0.487	0.000	147.000	1
0	0.000	0.000	0.000	0.000	0.000	1.630	0.000	1.630	0.000	0.000	0.000	0.000	0.000	0.000	3.270	1.630	0.540	0.180	140.000	1
0	0.000	0.000	0.000	0.000	0.760	0.000	0.000	0.190	0.000	0.000	0.380	0.000	0.000	0.190	0.190	0.950	0.632	0.030	132.000	1
0	0.000	0.000	0.000	0.000	0.520	0.000	0.000	0.520	0.000	0.000	0.520	0.000	0.000	0.000	0.000	0.000	0.867	0.000	20.000	1
0	0.000	0.000	0.000	0.000	0.850	0.000	0.000	0.420	0.000	0.000	0.420	0.000	0.000	0.000	0.000	1.280	1.117	0.000	7.000	1
0	0.000	0.000	0.180	0.000	0.560	0.370	0.000	0.000	0.000	0.180	0.000	0.940	0.000	0.000	0.000	0.940	0.295	0.107	34.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.750	0.532	0.000	28.000	1
0	0.000	0.000	0.000	0.000	0.860	0.000	0.000	0.430	0.000	0.000	0.430	0.000	0.000	0.000	0.000	1.300	1.133	0.000	6.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.230	0.000	0.000	1.284	0.000	5.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.910	0.000	0.000	0.000	0.910	0.000	0.672	0.269	31.000	1
0	0.000	0.000	0.000	0.000	1.310	0.000	0.000	0.000	0.000	1.310	0.000	0.000	0.000	0.000	0.000	5.260	0.000	0.199	25.000	1
0	0.000	0.000	0.180	0.000	0.560	0.370	0.000	0.000	0.000	0.180	0.000	0.930	0.000	0.000	0.000	0.930	0.268	0.107	42.000	1
0	0.000	0.000	0.000	0.000	1.530	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.530	0.000	0.000	1.434	0.000	75.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.280	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.840	0.230	0.230	41.000	1
0	0.250	0.000	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.760	0.510	0.510	0.000	0.250	0.000	0.250	0.209	0.209	75.000	1
0	0.360	0.000	0.000	0.000	0.730	0.730	0.000	0.360	0.000	0.000	0.360	0.000	0.000	0.000	0.000	1.460	0.604	0.181	58.000	1
0	0.640	0.000	0.000	0.000	0.640	0.640	0.000	1.290	0.000	0.000	1.930	0.000	0.000	0.000	0.000	2.580	0.462	0.370	22.000	1
0	0.000	0.000	0.000	0.000	0.320	0.320	0.000	0.320	0.000	0.320	0.650	0.650	0.000	0.000	0.320	3.250	0.000	0.159	10.000	1
0	0.640	0.000	0.000	0.000	0.640	0.640	0.000	1.290	0.000	0.000	1.930	0.000	0.000	0.000	0.000	2.580	0.462	0.370	22.000	1
0	0.360	0.000	0.000	0.000	0.730	0.730	0.000	0.360	0.000	0.000	0.360	0.000	0.000	0.000	0.000	1.460	0.604	0.181	58.000	1
0	0.450	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.450	0.063	0.127	46.000	1
0	0.000	0.000	0.000	0.000	1.340	0.000	0.000	0.000	0.000	0.000	0.670	0.000	0.000	0.000	0.000	0.670	0.332	0.110	12.000	1
0	0.000	0.000	0.000	0.000	1.310	0.000	0.000	0.000	0.000	1.310	0.000	0.000	0.000	0.000	0.000	5.260	0.000	0.199	25.000	1
0	0.850	0.000	0.000	0.000	0.180	0.730	0.000	0.000	0.000	0.060	1.590	0.360	0.000	0.060	0.000	1.100	0.010	0.169	12.000	1
0	0.440	0.000	0.000	0.000	0.380	0.440	0.000	0.380	0.000	0.760	0.190	0.120	0.000	0.250	0.000	1.260	0.429	0.236	45.000	1
0	0.000	0.000	0.000	0.000	0.480	0.960	0.000	0.000	0.000	0.000	0.480	0.480	0.000	0.000	0.480	0.960	0.163	0.000	17.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.600	1.210	0.000	0.000	0.000	0.600	1.210	0.101	0.304	30.000	1
0	0.000	0.000	0.000	0.000	0.330	0.000	0.000	1.650	0.000	0.000	0.330	0.000	0.000	0.000	0.330	0.660	0.537	0.000	9.000	1
0	0.460	0.000	0.000	0.000	0.110	0.460	0.000	0.000	0.000	0.460	0.460	0.460	0.000	0.110	0.000	1.280	0.230	0.134	144.000	1
0	0.350	0.000	0.000	0.000	0.700	0.000	0.000	0.700	0.000	0.350	1.050	0.000	0.000	0.000	0.700	1.400	0.367	0.061	12.000	1
0	0.000	0.000	0.000	0.000	0.030	0.100	0.000	0.370	0.060	0.000	0.100	0.030	0.000	0.100	0.000	0.400	0.034	0.019	113.000	1
0	0.000	0.000	0.000	0.000	0.510	0.000	0.000	0.250	0.000	0.000	0.250	0.510	0.000	0.000	0.250	0.510	0.354	0.000	14.000	1
0	0.000	0.000	0.000	0.000	0.290	0.000	0.000	0.000	0.000	0.440	0.000	0.000	0.290	0.140	0.000	1.020	0.153	0.153	73.000	1
0	0.620	0.000	0.000	0.000	0.620	0.620	0.000	0.620	0.000	0.000	1.250	0.000	0.000	0.000	0.620	2.510	0.456	0.273	22.000	1
0	1.030	0.000	0.000	0.000	0.400	0.330	0.000	0.160	0.000	0.510	0.090	0.110	0.000	0.230	0.020	1.460	0.382	0.847	193.000	1
0	0.000	0.000	0.000	0.000	1.110	0.000	0.000	3.330	0.000	0.000	1.110	0.000	0.000	0.000	2.220	2.220	0.146	0.000	5.000	1
0	0.760	0.000	0.000	0.000	0.760	0.000	0.000	0.000	0.000	0.000	0.760	0.000	0.000	0.000	0.500	1.520	0.412	0.412	19.000	1
0	0.000	0.000	0.000	0.000	1.440	0.000	0.000	1.440	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.277	0.000	3.000	1
0	0.000	0.000	0.000	0.000	0.710	0.000	0.000	0.350	0.000	0.000	0.350	0.350	0.000	0.000	0.000	1.070	1.257	0.000	61.000	1
0	1.390	0.000	0.000	0.000	0.090	0.790	0.000	0.090	0.000	0.990	0.290	0.090	0.000	0.290	0.000	1.690	0.334	0.133	1171.000	1
0	0.000	0.000	0.000	0.000	0.240	0.240	0.000	0.240	0.000	0.000	1.340	0.120	0.000	0.360	0.000	0.730	0.041	0.041	69.000	1
0	0.000	0.000	0.000	0.000	0.890	0.000	0.000	1.340	0.000	0.000	1.790	0.440	0.000	0.000	0.000	4.480	0.000	0.000	12.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.420	0.000	0.000	0.420	0.420	0.187	0.000	74.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.631	0.000	5.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.081	0.000	9.000	1
0	0.000	0.000	0.000	0.000	0.320	0.320	0.000	0.320	0.000	0.320	0.640	0.640	0.000	0.000	0.640	3.240	0.000	0.156	19.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.347	0.000	1.000	1
0	0.470	0.000	0.000	0.000	0.640	0.110	0.000	0.050	0.000	0.290	0.170	0.170	0.000	0.110	0.110	2.050	0.492	0.338	87.000	1
0	0.530	0.000	0.000	0.000	0.260	0.060	0.000	0.400	0.000	0.260	0.130	0.200	0.000	0.330	0.060	0.940	1.060	0.151	123.000	1
0	1.050	0.000	0.000	0.000	0.520	0.000	0.000	1.050	0.000	0.000	0.000	1.050	0.000	0.000	0.520	0.000	0.291	0.000	43.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.810	0.000	0.000	0.000	0.000	1.630	0.125	0.000	26.000	1
0	0.460	0.000	0.000	0.000	0.000	0.460	0.000	0.920	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.850	0.142	0.500	10.000	1
0	0.000	0.000	0.000	0.000	0.000	0.670	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.670	0.670	0.000	0.048	6.000	1
0	0.000	0.000	0.000	0.000	0.620	0.000	0.000	2.500	0.000	0.000	0.000	0.000	0.000	0.620	1.250	1.250	0.225	0.000	29.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	13.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.100	0.000	0.000	0.000	15.000	1
0	0.630	0.000	0.000	0.000	0.400	0.230	0.000	0.110	0.000	0.520	0.140	0.170	0.000	0.310	0.050	1.100	0.363	0.535	159.000	1
0	0.000	0.000	0.000	0.000	0.590	0.000	0.000	0.980	0.000	1.380	0.000	0.980	0.000	0.000	0.190	1.380	0.741	0.306	76.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.338	29.000	1
0	0.000	0.000	0.000	0.000	0.360	0.000	0.000	1.810	0.000	0.000	0.360	0.000	0.000	0.000	0.000	1.450	0.125	0.000	5.000	1
0	0.110	0.000	0.000	0.000	0.680	0.110	0.110	0.220	0.000	0.220	1.920	0.000	0.000	0.220	0.560	1.360	0.574	0.134	94.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.760	0.000	0.274	0.000	110.000	1
0	1.090	0.000	0.000	0.000	0.460	0.380	0.000	0.210	0.000	0.350	0.050	0.160	0.000	0.270	0.050	1.500	0.322	0.626	193.000	1
0	0.000	0.000	0.000	0.000	0.690	1.730	0.000	0.000	0.000	0.340	0.340	0.170	0.000	0.340	0.000	3.800	1.718	0.055	63.000	1
0	0.450	0.000	0.000	0.000	0.110	0.450	0.000	0.000	0.000	0.450	0.450	0.450	0.000	0.110	0.000	1.250	0.265	0.132	144.000	1
0	2.240	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.218	0.000	11.000	1
0	0.000	0.000	0.000	0.000	0.470	0.000	0.000	0.940	0.000	0.000	1.410	0.000	0.000	0.470	0.470	0.940	0.218	0.000	6.000	1
0	0.090	0.000	0.000	0.000	0.290	0.000	0.000	0.000	0.000	0.290	1.070	0.190	0.000	0.090	0.190	1.750	0.404	0.224	49.000	1
0	0.390	0.000	0.000	0.000	0.090	0.000	0.000	0.090	0.000	0.490	0.000	0.000	0.000	0.290	0.000	0.890	0.190	0.247	19.000	1
0	1.470	0.000	0.000	0.000	1.470	0.000	0.000	0.360	0.000	0.000	0.000	1.100	0.000	0.360	0.360	2.950	0.414	0.888	33.000	1
0	0.000	0.000	0.000	0.000	0.710	0.000	0.000	0.100	0.000	0.300	0.610	0.300	0.000	0.100	0.400	2.030	0.928	0.384	56.000	1
0	0.000	0.000	0.000	0.000	0.000	3.880	0.000	2.910	0.000	1.940	0.000	0.000	0.000	0.000	1.940	1.940	0.520	0.130	26.000	1
0	0.660	0.000	0.000	0.000	0.330	0.990	0.000	0.660	0.000	0.000	0.000	0.000	0.000	0.000	0.660	0.990	0.406	0.464	43.000	1
0	0.360	0.000	0.000	0.000	0.360	1.840	0.000	0.360	0.000	1.100	0.360	0.360	0.000	0.000	1.100	1.100	0.435	0.062	190.000	1
0	0.000	0.000	0.000	0.000	0.660	0.660	0.000	0.330	0.000	0.000	1.330	0.330	0.000	0.330	0.330	2.000	0.372	0.159	14.000	1
0	0.000	0.000	0.000	0.000	1.720	0.570	0.000	0.000	0.000	0.570	0.000	0.000	0.000	0.000	0.000	0.000	0.396	0.099	11.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1
0	0.000	0.000	0.000	0.000	0.320	1.130	0.000	0.240	0.000	0.320	1.130	0.080	0.000	0.080	0.000	2.010	0.337	0.054	79.000	1
0	0.130	0.000	0.000	0.000	0.260	0.000	0.000	0.260	0.000	0.260	0.390	0.000	0.000	0.000	0.130	1.440	0.022	0.022	107.000	1
0	0.000	0.000	0.000	0.340	1.700	0.000	0.000	0.000	0.000	0.000	1.020	0.000	0.000	0.000	0.000	0.680	0.902	0.106	1327.000	1
0	0.000	0.000	0.000	0.000	0.770	0.000	0.000	0.770	0.000	0.770	1.550	0.000	0.000	0.000	0.000	0.770	0.671	0.000	515.000	1
0	0.000	0.000	0.000	0.000	1.470	0.650	0.000	0.490	0.000	0.000	1.300	0.000	0.000	0.000	0.980	1.300	0.179	0.674	113.000	1
0	0.000	0.000	0.000	0.000	0.990	0.990	0.000	0.490	0.000	0.490	0.990	0.000	0.000	0.000	0.490	0.990	0.847	0.077	114.000	1
0	0.290	0.000	0.000	0.000	0.320	0.360	0.000	0.540	0.000	0.760	0.250	0.180	0.000	0.100	0.030	1.450	0.343	0.141	181.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.470	0.000	0.000	0.470	0.000	0.000	0.470	1.410	1.410	0.144	0.288	54.000	1
0	0.360	0.000	0.000	0.000	0.000	0.000	0.000	0.360	0.000	0.000	0.000	0.360	0.000	0.360	1.470	0.730	0.367	0.061	36.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1
0	0.000	0.000	0.000	0.000	0.000	3.400	0.000	0.000	0.000	0.280	3.690	0.560	0.000	0.000	0.000	0.560	0.371	0.046	97.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.290	0.000	0.000	0.000	0.640	1.179	0.117	12.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.470	1.470	0.000	0.248	12.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	14.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.310	0.000	0.000	0.000	0.000	0.310	0.620	0.610	0.000	51.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.450	0.720	0.000	0.000	0.720	0.000	0.134	0.000	14.000	1
0	0.000	0.000	0.000	0.000	0.740	0.000	0.000	1.110	0.000	0.000	1.850	0.370	0.000	0.000	0.370	3.340	0.000	0.000	12.000	1
0	0.000	0.000	0.000	0.000	0.250	0.250	0.000	1.260	0.000	0.000	0.500	0.000	0.000	0.760	1.010	1.260	0.189	0.000	447.000	1
0	0.000	0.000	0.000	0.000	0.280	0.280	0.000	1.410	0.000	0.000	0.000	0.000	0.000	0.280	0.560	1.120	0.158	0.000	394.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.320	0.000	0.000	0.000	0.000	0.000	2.320	0.000	0.000	42.000	1
0	0.780	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.184	31.000	1
0	0.000	0.000	0.000	0.000	0.330	0.330	0.000	1.000	0.000	0.670	0.330	0.330	0.000	0.670	0.330	3.020	0.160	0.000	139.000	1
0	0.000	0.000	0.000	0.000	1.110	0.000	0.000	2.220	0.000	0.000	0.000	0.000	0.000	1.110	1.110	3.330	0.138	0.138	11.000	1
0	1.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.424	0.424	25.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.960	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.173	0.000	7.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.420	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	1
0	0.730	0.000	0.000	0.000	0.410	0.100	0.000	0.000	0.000	0.000	0.100	0.100	0.000	0.000	0.100	0.000	0.016	0.064	29.000	1
0	0.380	0.000	0.000	0.000	0.280	0.140	0.000	0.000	0.000	0.140	0.090	0.240	0.000	0.000	0.040	0.280	0.007	0.099	14.000	1
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.733	0.000	11.000	1
